,X,Y,l_dist,rdist
0,0.0,0.0,0.7857463359832764,0.6864575743675232
1,0.0,0.0,0.7857463359832764,0.6864575743675232
2,0.0,0.0,0.7779678106307983,0.6838588118553162
3,0.0,0.0,0.7779678106307983,0.6838588118553162
4,0.0,0.0,0.7779678106307983,0.6838588118553162
5,0.0,0.0,0.7891318202018738,0.6855223178863525
6,0.0001902,0.0,0.7891318202018738,0.6855223178863525
7,0.0001902,0.0,0.7830640077590942,0.681229293346405
8,0.0013223559899999998,0.0,0.7830640077590942,0.681229293346405
9,0.0013223559899999998,0.0,0.7830640077590942,0.681229293346405
10,0.0013223559899999998,0.0,0.7660260200500488,0.6730643510818481
11,0.0033516779626755,0.0,0.7660260200500488,0.6730643510818481
12,0.0033516779626755,0.0,0.7698936462402344,0.6792313456535339
13,0.006235505619743933,-5.673374468780578e-07,0.7698936462402344,0.6792313456535339
14,0.006235505619743933,-5.673374468780578e-07,0.7698936462402344,0.6792313456535339
15,0.006235505619743933,-5.673374468780578e-07,0.7620799541473389,0.6924323439598083
16,0.009933206266944782,-3.364441996370089e-06,0.7620799541473389,0.6924323439598083
17,0.009933206266944782,-3.364441996370089e-06,0.7764889597892761,0.6705836653709412
18,0.014406074727027481,-1.1571280999077842e-05,0.7764889597892761,0.6705836653709412
19,0.014406074727027481,-1.1571280999077842e-05,0.7764889597892761,0.6705836653709412
20,0.014406074727027481,-1.1571280999077842e-05,0.7704118490219116,0.659762442111969
21,0.01961723210173436,-3.021801282953476e-05,0.7704118490219116,0.659762442111969
22,0.01961723210173436,-3.021801282953476e-05,0.7742629647254944,0.6842965483665466
23,0.025510799438188902,-0.0005261767237865635,0.7742629647254944,0.6842965483665466
24,0.025510799438188902,-0.0005261767237865635,0.7742629647254944,0.6842965483665466
25,0.025510799438188902,-0.0005261767237865635,0.7552840709686279,0.680255115032196
26,0.03207482208017776,-0.0010408491212074175,0.7552840709686279,0.680255115032196
27,0.03207482208017776,-0.0010408491212074175,0.7428221702575684,0.6943556070327759
28,0.03924294515817877,-0.001922109846135253,0.7428221702575684,0.6943556070327759
29,0.03924294515817877,-0.001922109846135253,0.7428221702575684,0.6943556070327759
30,0.03924294515817877,-0.001922109846135253,0.7504289150238037,0.6957838535308838
31,0.047015512580505715,-0.0028660931069774995,0.7504289150238037,0.6957838535308838
32,0.047015512580505715,-0.0028660931069774995,0.7387022376060486,0.6937059760093689
33,0.05532793323320472,-0.004132787942466488,0.7387022376060486,0.6937059760093689
34,0.05532793323320472,-0.004132787942466488,0.7387022376060486,0.6937059760093689
35,0.05532793323320472,-0.004132787942466488,0.7460588216781616,0.7094898819923401
36,0.064166314324786,-0.0056013795049900325,0.7460588216781616,0.7094898819923401
37,0.064166314324786,-0.0056013795049900325,0.7728499174118042,0.6952580809593201
38,0.0734848485143646,-0.007368102920142021,0.7728499174118042,0.6952580809593201
39,0.0734848485143646,-0.007368102920142021,0.7728499174118042,0.6952580809593201
40,0.0734848485143646,-0.007368102920142021,0.7466467022895813,0.6823285222053528
41,0.08325413830247677,-0.009430167410807596,0.7466467022895813,0.6823285222053528
42,0.08325413830247677,-0.009430167410807596,0.7426167130470276,0.6620560884475708
43,0.09343761040496198,-0.011822824057483606,0.7426167130470276,0.6620560884475708
44,0.09343761040496198,-0.011822824057483606,0.7426167130470276,0.6620560884475708
45,0.09343761040496198,-0.011822824057483606,0.7497938871383667,0.6524025797843933
46,0.10400041798947095,-0.014570651967187966,0.7497938871383667,0.6524025797843933
47,0.10400041798947095,-0.014570651967187966,0.7512524724006653,0.6554046273231506
48,0.11492491551989346,-0.017635933089284028,0.7512524724006653,0.6554046273231506
49,0.11492491551989346,-0.017635933089284028,0.7512524724006653,0.6554046273231506
50,0.11492491551989346,-0.017635933089284028,0.7648857235908508,0.6360428333282471
51,0.12619311761918248,-0.020993780133556683,0.7648857235908508,0.6360428333282471
52,0.12619311761918248,-0.020993780133556683,0.7587705254554749,0.6619840860366821
53,0.13778394003409566,-0.02463659193038177,0.7587705254554749,0.6619840860366821
54,0.13778394003409566,-0.02463659193038177,0.7587705254554749,0.6619840860366821
55,0.13778394003409566,-0.02463659193038177,0.7397778034210205,0.659450352191925
56,0.14967515076524723,-0.028564208819215686,0.7397778034210205,0.659450352191925
57,0.14967515076524723,-0.028564208819215686,0.795200526714325,0.6626772284507751
58,0.16184404767862973,-0.03278037107614271,0.795200526714325,0.6626772284507751
59,0.16184404767862973,-0.03278037107614271,0.795200526714325,0.6626772284507751
60,0.16184404767862973,-0.03278037107614271,0.7008460760116577,0.6481353640556335
61,0.1742678564315465,-0.03729076936576661,0.7008460760116577,0.6481353640556335
62,0.1742678564315465,-0.03729076936576661,0.7255514860153198,0.675055205821991
63,0.18692394068442844,-0.042101999930557875,0.7255514860153198,0.675055205821991
64,0.18692394068442844,-0.042101999930557875,0.7255514860153198,0.675055205821991
65,0.18692394068442844,-0.042101999930557875,0.7108265161514282,0.659458339214325
66,0.1997899112539703,-0.04722098382660668,0.7108265161514282,0.659458339214325
67,0.1997899112539703,-0.04722098382660668,0.7200928926467896,0.6528512239456177
68,0.21284368024423928,-0.052654633347885234,0.7200928926467896,0.6528512239456177
69,0.21284368024423928,-0.052654633347885234,0.7200928926467896,0.6528512239456177
70,0.21284368024423928,-0.052654633347885234,0.7381484508514404,0.6672729849815369
71,0.22606348529087483,-0.05840965378363387,0.7381484508514404,0.6672729849815369
72,0.22606348529087483,-0.05840965378363387,0.7472614049911499,0.6318599581718445
73,0.23942789775239365,-0.06449242132943744,0.7472614049911499,0.6318599581718445
74,0.23942789775239365,-0.06449242132943744,0.7472614049911499,0.6318599581718445
75,0.23942789775239365,-0.06449242132943744,0.7452765107154846,0.619316041469574
76,0.25291582254234896,-0.0709089051025252,0.7452765107154846,0.619316041469574
77,0.25291582254234896,-0.0709089051025252,0.7272137403488159,0.6760168075561523
78,0.26650649391865483,-0.07766461552096872,0.7272137403488159,0.6760168075561523
79,0.26650649391865483,-0.07766461552096872,0.7272137403488159,0.6760168075561523
80,0.26650649391865483,-0.07766461552096872,0.7333968281745911,0.6551279425621033
81,0.2801794696612014,-0.0847645690173877,0.7333968281745911,0.6551279425621033
82,0.2801794696612014,-0.0847645690173877,0.7528164386749268,0.7003858685493469
83,0.2939146250008935,-0.09221326329561652,0.7528164386749268,0.7003858685493469
84,0.2939146250008935,-0.09221326329561652,0.7528164386749268,0.7003858685493469
85,0.2939146250008935,-0.09221326329561652,0.763828694820404,0.6962443590164185
86,0.30769214704980696,-0.10001465971091196,0.763828694820404,0.6962443590164185
87,0.30769214704980696,-0.10001465971091196,0.7260255217552185,0.6550284624099731
88,0.32149253012563334,-0.10817217070537538,0.7260255217552185,0.6550284624099731
89,0.32149253012563334,-0.10817217070537538,0.7260255217552185,0.6550284624099731
90,0.32149253012563334,-0.10817217070537538,0.8047642707824707,0.6368338465690613
91,0.3352965721545558,-0.11668865101292682,0.8047642707824707,0.6368338465690613
92,0.3352965721545558,-0.11668865101292682,0.793307900428772,0.6570164561271667
93,0.3490853722136155,-0.12556639180927656,0.793307900428772,0.6570164561271667
94,0.3490853722136155,-0.12556639180927656,0.793307900428772,0.6570164561271667
95,0.3490853722136155,-0.12556639180927656,0.7979529500007629,0.656406044960022
