x_m,y_m,w_tr_left_m,w_tr_right_m
4.06005136524964,-0.47867129257133495,0.6074756383895874,0.8277416825294495
4.06005136524964,-0.47867129257133495,0.6074756383895874,0.8277416825294495
4.06005136524964,-0.47867129257133495,0.6080775260925293,0.8284785747528076
4.069627614839374,-0.4757911114700022,0.6080775260925293,0.8284785747528076
4.069627614839374,-0.4757911114700022,0.6100478172302246,0.8281736373901367
4.0791783648248465,-0.47282746943261506,0.6100478172302246,0.8281736373901367
4.0791783648248465,-0.47282746943261506,0.6100478172302246,0.8281736373901367
4.0791783648248465,-0.47282746943261506,0.585137665271759,0.8249675035476685
4.088731246131811,-0.4698707046171725,0.585137665271759,0.8249675035476685
4.088731246131811,-0.4698707046171725,0.59300297498703,0.8340826034545898
4.0982538753697915,-0.4668179137855831,0.59300297498703,0.8340826034545898
4.0982538753697915,-0.4668179137855831,0.59300297498703,0.8340826034545898
4.0982538753697915,-0.4668179137855831,0.5953980684280396,0.8242947459220886
4.107776740075364,-0.4637658575458883,0.5953980684280396,0.8242947459220886
4.107776740075364,-0.4637658575458883,0.5965665578842163,0.8351742625236511
4.117267435772495,-0.4606151917909158,0.5965665578842163,0.8351742625236511
4.117267435772495,-0.4606151917909158,0.5965665578842163,0.8351742625236511
4.117267435772495,-0.4606151917909158,0.5983109474182129,0.8610575199127197
4.126705847241864,-0.4573111959566186,0.5983109474182129,0.8610575199127197
4.126705847241864,-0.4573111959566186,0.6118945479393005,0.8613141775131226
4.136133327634616,-0.45397613778555346,0.6118945479393005,0.8613141775131226
4.136133327634616,-0.45397613778555346,0.6118945479393005,0.8613141775131226
4.136133327634616,-0.45397613778555346,0.6240415573120117,0.8625161647796631
4.145518440174554,-0.4505236514070496,0.6240415573120117,0.8625161647796631
4.145518440174554,-0.4505236514070496,0.5678746104240417,0.894370973110199
4.154898106210548,-0.4470563953371629,0.5678746104240417,0.894370973110199
4.154898106210548,-0.4470563953371629,0.5678746104240417,0.894370973110199
4.154898106210548,-0.4470563953371629,0.560803234577179,0.899506151676178
4.164236702254763,-0.44347999721294395,0.560803234577179,0.899506151676178
4.164236702254763,-0.44347999721294395,0.5453998446464539,0.9074276685714722
4.173571055963627,-0.4398925412235542,0.5453998446464539,0.9074276685714722
4.173571055963627,-0.4398925412235542,0.5453998446464539,0.9074276685714722
4.173571055963627,-0.4398925412235542,0.5722761750221252,0.9147760272026062
4.182863625639871,-0.4361982011651159,0.5722761750221252,0.9147760272026062
4.182863625639871,-0.4361982011651159,0.5891257524490356,0.9301632642745972
4.192152139266387,-0.43249367497656716,0.5891257524490356,0.9301632642745972
4.192152139266387,-0.43249367497656716,0.5891257524490356,0.9301632642745972
4.192152139266387,-0.43249367497656716,0.5693707466125488,0.9288443326950073
4.201397687625159,-0.42868318482006057,0.5693707466125488,0.9288443326950073
4.201397687625159,-0.42868318482006057,0.5870260000228882,0.9310756921768188
4.210576295331018,-0.42471415971507054,0.5870260000228882,0.9310756921768188
4.210576295331018,-0.42471415971507054,0.5870260000228882,0.9310756921768188
4.210576295331018,-0.42471415971507054,0.6133546233177185,0.9307742714881897
4.2197378447063825,-0.42070591661378254,0.6133546233177185,0.9307742714881897
4.2197378447063825,-0.42070591661378254,0.6286526918411255,0.9875376224517822
4.228910090667063,-0.4167222118347447,0.6286526918411255,0.9875376224517822
4.228910090667063,-0.4167222118347447,0.6286526918411255,0.9875376224517822
4.228910090667063,-0.4167222118347447,0.6210744976997375,0.9694586396217346
4.238043310383497,-0.4126498295646288,0.6210744976997375,0.9694586396217346
4.238043310383497,-0.4126498295646288,0.6100319027900696,0.9684128165245056
4.247175547222603,-0.4085752436875953,0.6100319027900696,0.9684128165245056
4.247175547222603,-0.4085752436875953,0.6100319027900696,0.9684128165245056
4.247175547222603,-0.4085752436875953,0.6101672649383545,0.9508448243141174
4.2562622908064265,-0.40440018790253834,0.6101672649383545,0.9508448243141174
4.2562622908064265,-0.40440018790253834,0.6066587567329407,0.993952214717865
4.2653453404222645,-0.40021710178654407,0.6066587567329407,0.993952214717865
4.2653453404222645,-0.40021710178654407,0.6066587567329407,0.993952214717865
4.2653453404222645,-0.40021710178654407,0.6107158660888672,1.0922282934188843
4.274380398781124,-0.3959313439492213,0.6107158660888672,1.0922282934188843
4.274380398781124,-0.3959313439492213,0.5714139342308044,1.0699776411056519
4.283340581974111,-0.3914911731252131,0.5714139342308044,1.0699776411056519
4.283340581974111,-0.3914911731252131,0.5714139342308044,1.0699776411056519
4.283340581974111,-0.3914911731252131,0.6316076517105103,1.0936164855957031
4.292281795820888,-0.3870129262858755,0.6316076517105103,1.0936164855957031
4.292281795820888,-0.3870129262858755,0.614375114440918,1.0920915603637695
4.301235013323566,-0.38255872645125594,0.614375114440918,1.0920915603637695
4.301235013323566,-0.38255872645125594,0.614375114440918,1.0920915603637695
4.301235013323566,-0.38255872645125594,0.6386914849281311,1.0850547552108765
4.310144679831061,-0.3780180389976957,0.6386914849281311,1.0850547552108765
4.310144679831061,-0.3780180389976957,0.6358810067176819,1.0846374034881592
4.319053261551753,-0.37347522361957136,0.6358810067176819,1.0846374034881592
4.319053261551753,-0.37347522361957136,0.6358810067176819,1.0846374034881592
4.319053261551753,-0.37347522361957136,0.6322869062423706,1.0657261610031128
4.327911204980577,-0.36883444372243995,0.6322869062423706,1.0657261610031128
4.327911204980577,-0.36883444372243995,0.6021828055381775,1.1147634983062744
4.3366889030211695,-0.36404361738896057,0.6021828055381775,1.1147634983062744
4.3366889030211695,-0.36404361738896057,0.6021828055381775,1.1147634983062744
4.3366889030211695,-0.36404361738896057,0.6249396800994873,1.1028239727020264
4.345367458588005,-0.35907545141650205,0.6249396800994873,1.1028239727020264
4.345367458588005,-0.35907545141650205,0.6300361156463623,1.116345763206482
4.354014724278476,-0.35405302212961515,0.6300361156463623,1.116345763206482
4.354014724278476,-0.35405302212961515,0.6300361156463623,1.116345763206482
4.354014724278476,-0.35405302212961515,0.6104020476341248,1.126948595046997
4.362627449961197,-0.34897158963630653,0.6104020476341248,1.126948595046997
4.362627449961197,-0.34897158963630653,0.6334888935089111,1.1745750904083252
4.371161044730057,-0.3437583602919418,0.6334888935089111,1.1745750904083252
4.371161044730057,-0.3437583602919418,0.6334888935089111,1.1745750904083252
4.371161044730057,-0.3437583602919418,0.6489518284797668,1.2158149480819702
4.379674086933058,-0.33851163633008996,0.6489518284797668,1.2158149480819702
4.379674086933058,-0.33851163633008996,0.5881523489952087,1.2087199687957764
4.38815694447472,-0.33321624892070933,0.5881523489952087,1.2087199687957764
4.38815694447472,-0.33321624892070933,0.5881523489952087,1.2087199687957764
4.38815694447472,-0.33321624892070933,0.6100995540618896,1.251305103302002
4.396560256407791,-0.3277955157186031,0.6100995540618896,1.251305103302002
4.396560256407791,-0.3277955157186031,0.6509549617767334,1.2711670398712158
4.404943566845161,-0.3223439007277325,0.6509549617767334,1.2711670398712158
4.404943566845161,-0.3223439007277325,0.6509549617767334,1.2711670398712158
4.404943566845161,-0.3223439007277325,0.6490045189857483,1.2679678201675415
4.41334025585907,-0.31691291430659707,0.6490045189857483,1.2679678201675415
